"language","license","rightsHolder","bibliographicCitation","institutionID","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4","Uromyces minor J. Schröt.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","minor","","species","J.Schröt.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4","Uromyces muscari (Duby) Lév. ex L. Graves","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","muscari","","species","(Duby) Lév. ex L.Graves","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f","Uromyces pisi (DC.) G.H. Otth","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","pisi","","species","(DC.) G.H.Otth","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:93f35f879326ce93d87dbc89337563ba","Uromyces polygoni-avicularis (Pers.: Pers.) P. Karst.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","polygoni-avicularis","","species","(Pers.) P.Karst.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:707fd9d684e98519a5b29669448d498d","Uromyces proëminens (DC.) Pass. in Rabenh.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","proëminens","","species","(DC.) Pass.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289","Uromyces rumicis (Schumach.) G. Winter","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","rumicis","","species","(Schumach.) G.Winter","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:142bcba56ba40c6e961f02ad08458b7a","Uromyces salicorniae de Bary","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","salicorniae","","species","de Bary","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:cc8a492ceeb88c64a484994fc6643df6","Uromyces scrophulariae Fuckel","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","scrophulariae","","species","Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ee7e4379f90f07d90fe2539098c80ea1","Uromyces scutellatus (Schrank: Pers.) Lév. ex Tul.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","scutellatus","","species","(Schrank) Lév. ex Tul.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b","Uromyces sparsus (J.C. Schmidt & Kunze) Lév. ex Cooke","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","sparsus","","species","(J.C.Schmidt & Kunze) Lév. ex Cooke","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99","Uromyces striatus J. Schröt.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","striatus","","species","J.Schröt.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6","Uromyces trifolii (R. Hedw. ex DC.) Fuckel","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","trifolii","","species","(R.Hedw. ex DC.) Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835","Uromyces trifolii-repentis Liro ex Liro","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","trifolii-repentis","","species","Liro ex Liro","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:1c24f5a9371b480edea9d0e320287416","Uromyces tuberculatus (Fuckel) Fuckel","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","tuberculatus","","species","(Fuckel) Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b","Uromyces valerianae (DC.) Fuckel","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","valerianae","","species","(DC.) Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9","Uromyces veratri (DC.) J. Schröt.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","veratri","","species","(DC.) J.Schröt.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:108c6d6adc5d8860ac10853f8b4e574a","Uromyces viciae-fabae var. orobi (Schumach.) Jørst.","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","viciae-fabae","orobi","variety","(Schumach.) Jørst.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2009). Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b","Uromyces viciae-fabae J. Schröt. var. viciae-fabae ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Uromyces","viciae-fabae","viciae-fabae","variety","","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb","Puccinia acetosae Körn. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","acetosae","","species","Körn.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d382a8a0be2051e695434d3202440329","Puccinia adoxae R. Hedw. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","adoxae","","species","R.Hedw.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ba198397f1108c7a2b9f73965bbbff08","Puccinia aegopodii (F. Strauss) Röhl. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","aegopodii","","species","(F.Strauss) Röhl.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:e602a269a54eacb2051f220265b87ba2","Puccinia albescens Plowr. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","albescens","","species","Plowr.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987","Puccinia allii F. Rudolphi ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","allii","","species","F.Rudolphi","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 10","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79","Puccinia angelicae (Schumach.) Fuckel ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","angelicae","","species","(Schumach.) Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ed9b3b82715211454fb0c8ea1536ed6e","Puccinia annularis (F. Strauss) Röhl. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","annularis","","species","(F.Strauss) Röhl.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:1c7ac3a23fdc957d1ec551dabe99ae4e","Puccinia antirrhini Dietel & Holw. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","antirrhini","","species","Dietel & Holw.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:271427820062bf6da5f8366734b9c31a","Puccinia apii Desm. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","apii","","species","Desm.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5","Puccinia arenariae (Schumach.) G. Winter","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","arenariae","","species","(Schumach.) G.Winter","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:df3c9aaaf6c930d84f6a4073a6a01e7b","Puccinia argentata (Schultz) G. Winter ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","argentata","","species","(Schultz) G.Winter","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:3dadf92b26f29c4aeca439c14ab8ff76","Puccinia asparagi DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","asparagi","","species","DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c7aaa5e7529328d9adac22a2d12774f1","Puccinia behenis G.H.Otth ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","behenis","","species","G.H.Otth","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:403cd23428f06a60348d75b9186d5910","Puccinia betonicae (Alb. & Schwein.) DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","betonicae","","species","(Alb. & Schwein.) DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:cbfb269e4d5be1bb8ed08690283bfb16","Puccinia bistortae DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","bistortae","","species","DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:6cae8f9eaa08088a868ee61f0d676929","Puccinia brachypodii var. arrhenatheri (Kleb.) Cummins & H.C. Greene ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","brachypodii","arrhenatheri","variety","(Kleb.) Cummins & H.C.Greene","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:fbb44b15719620150218d590c8c9cfe8","Puccinia brachypodii G.H. Otth var. brachypodii","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","brachypodii","brachypodii","variety","","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:4b7252d698a65bd5f3bad224fbe0dfc3","Puccinia brachypodii var. poae-nemoralis (G.H. Otth) Cummins & H.C. Greene ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","brachypodii","poae-nemoralis","variety","(G.H.Otth) Cummins & H.C.Greene","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d5443c351beb067788143df5b229fda1","Puccinia bromina Erikss. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","bromina","","species","Erikss.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:b96e72eeddbcfe45a3ea4ce557fbf324","Puccinia bulbocastani Fuckel ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","bulbocastani","","species","Fuckel","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:5d27837909fc4bb6f9faf31c8673b77f","Puccinia bupleuri Rudolphi ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","bupleuri","","species","Rudolphi","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:9ef788ecee8a31472da5698ce166223e","Puccinia buxi DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","buxi","","species","DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4","Puccinia calcitrapae DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","calcitrapae","","species","DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c6c9df22a5ce2c270dae4386ad15a302","Puccinia calthae Link ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","calthae","","species","Link","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:eea0d7ccf4fce66d80e465273b6fd6a3","Puccinia calthicola J. Schröt. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","calthicola","","species","J.Schröt.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d8b2994ac7f03239b857017577c71c76","Puccinia campanulae Carm. ex Berk. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","campanulae","","species","Carm. ex Berk.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:48f0f233ea55be5ecfb5231f49b8cd6f","Puccinia caricina DC. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","caricina","","species","DC.","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:2ea3a578b6ca375f16342f76d10e0818","Puccinia chaerophylli Purton ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","chaerophylli","","species","Purton","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen, A., & Fraiture, A. (2012). Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Checklist of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ae051dc9873668ab0e26193146c88a0e","Puccinia chamaedryos Ces. ","Fungi","Basidiomycota","Uredinales","Pucciniaceae","Puccinia","chamaedryos","","species","Ces.","ICBN"
